platform,pool_name,pool_address,date,reserve0,reserve1,weth_reserve,swap_count,total_event_count
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-11-30,75074945.706239,121536.47958313963,121536.47958313963,7549,7650
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-01,73808077.162593,125696.99043106726,125696.99043106726,5956,6065
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-02,71681533.20552,119749.29884564009,119749.29884564009,5852,5983
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-03,73773249.89585,119272.2048603189,119272.2048603189,7198,7314
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-04,59503675.528634,104467.5470133006,104467.5470133006,6488,6593
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-05,63652195.448896,106670.65345069162,106670.65345069162,5239,5328
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-06,64010640.811272,106184.7797602683,106184.7797602683,6164,6240
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-07,63996781.921528,108513.04702191369,108513.04702191369,7771,7861
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-08,62196271.3899,112395.30216148497,112395.30216148497,8448,8544
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-09,60703255.723776,105574.36876322803,105574.36876322803,7717,7831
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-10,57356497.039963,102580.78029889178,102580.78029889178,6548,6617
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-11,57880961.405214,106047.93697582989,106047.93697582989,7239,7314
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-12,57553570.650689,101291.99835383781,101291.99835383781,5661,5750
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-13,59568108.803461,101215.96911210244,101215.96911210244,5603,5705
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-14,54255188.054018,92670.190243003788,92670.190243003788,5601,5674
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-15,55204271.428516,93696.412716630977,93696.412716630977,7338,7438
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-16,58814962.808304,92322.017765169454,92322.017765169454,6926,7051
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-17,53229296.149393,82771.009141032351,82771.009141032351,8081,8163
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-18,53078872.922309,81250.951486503618,81250.951486503618,7767,7834
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-19,57738944.126614,87638.092475825935,87638.092475825935,8827,8930
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-20,56374303.387366,88533.349351344848,88533.349351344848,9651,9780
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-21,59366088.429218,97365.319746952227,97365.319746952227,10348,10436
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-22,64151765.792625,100827.44485844209,100827.44485844209,13851,13974
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-23,64165341.110474,109860.71673600556,109860.71673600556,9572,9658
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-24,66938584.419497,109228.86457347471,109228.86457347471,8356,8486
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-25,73026229.167319,116624.77877579606,116624.77877579606,7505,7663
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-26,73975676.855459,116177.48836901729,116177.48836901729,7941,8075
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-27,76575371.214887,111942.33225485589,111942.33225485589,9049,9178
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-28,81744478.498866,111924.78424640151,111924.78424640151,7835,7953
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-29,81490092.514081,111282.68504965225,111282.68504965225,8662,8766
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-30,74187997.053317,98662.7908344222,98662.7908344222,6900,7023
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2020-12-31,74566556.481312,101226.69655375736,101226.69655375736,7615,7725
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-01,72508634.844021,99280.507147430151,99280.507147430151,6793,6891
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-02,74242441.170855,95649.633857156034,95649.633857156034,6824,6944
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-03,81860983.598693,83751.257095325127,83751.257095325127,7351,7504
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-04,101518015.62964,97492.076918095132,97492.076918095132,7742,7863
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-05,107112484.913049,96967.739780865726,96967.739780865726,7542,7661
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-06,113042130.650322,93402.643438810046,93402.643438810046,6971,7101
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-07,116476204.896108,95371.982809325069,95371.982809325069,6361,6469
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-08,116668272.771424,95718.325586486535,95718.325586486535,7327,7421
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-09,116981782.654613,91041.41336952569,91041.41336952569,6512,6641
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-10,115914096.189403,91985.834671783683,91985.834671783683,8151,8291
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-11,110555180.730886,101511.34182562707,101511.34182562707,9981,10085
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-12,110842016.80642,106061.49182826835,106061.49182826835,8731,8878
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-13,117105654.635622,103745.4756308285,103745.4756308285,7496,7649
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-14,123015904.636944,100338.24278880806,100338.24278880806,8933,9047
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-15,124464540.456811,106385.79859317711,106385.79859317711,9229,9359
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-16,132031832.64064,107102.70612133539,107102.70612133539,9209,9344
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-17,132431565.290127,107618.07513704273,107618.07513704273,9899,10029
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-18,134570296.157851,107151.14563688193,107151.14563688193,10090,10234
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-19,128591940.088077,93562.7877027973,93562.7877027973,9066,9224
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-20,129377405.845579,93755.839384647959,93755.839384647959,9544,9645
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-21,113114823.349806,101279.31250986157,101279.31250986157,9968,10079
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-22,134852591.71758,109057.48229128279,109057.48229128279,9727,9876
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-23,142022807.607895,115435.07182401142,115435.07182401142,8076,8225
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-24,152339112.699035,109203.87527274321,109203.87527274321,8939,9081
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-25,148166230.279891,112279.44301889332,112279.44301889332,9814,9947
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-26,155567216.819152,114179.23909018676,114179.23909018676,9711,9849
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-27,150027590.81972,120485.29527928373,120485.29527928373,10412,10547
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-28,154044062.814131,115477.06975940902,115477.06975940902,9199,9317
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-29,156023969.399294,112610.24373294041,112610.24373294041,8199,8315
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-30,151113074.075301,109727.62511340714,109727.62511340714,6964,7077
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-01-31,144945739.103398,110616.02578066918,110616.02578066918,7552,7660
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-01,147898300.213595,107961.65573759795,107961.65573759795,7357,7439
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-02,149326837.202563,98502.982600437812,98502.982600437812,7876,7976
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-03,157594905.546307,94546.046828334831,94546.046828334831,8430,8538
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-04,151063665.099759,94728.681574853792,94728.681574853792,8055,8136
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-05,157296593.038592,91556.109267570922,91556.109267570922,7775,7880
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-06,146451055.196888,87047.217145328221,87047.217145328221,7585,7723
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-07,140925700.064181,86969.4259776865,86969.4259776865,8760,8872
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-08,149132788.136155,85338.546452403461,85338.546452403461,7433,7564
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-09,151006845.911608,85280.663120364829,85280.663120364829,7323,7400
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-10,151392506.649866,86627.785871971384,86627.785871971384,7122,7204
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-11,156286849.957866,87611.310257922058,87611.310257922058,7821,7919
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-12,159189278.752092,86518.610968424531,86518.610968424531,8487,8578
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-13,158590536.598589,87473.913268632241,87473.913268632241,9073,9135
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-14,174572361.135396,96482.419161817423,96482.419161817423,8337,8420
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-15,172860585.996879,97371.19678833877,97371.19678833877,9109,9171
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-16,172805990.88644,97184.095233073414,97184.095233073414,7677,7750
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-17,176849281.54693,95856.007132486964,95856.007132486964,8097,8155
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-18,180585138.960793,93448.400630475837,93448.400630475837,7583,7663
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-19,181122764.118614,92667.169824690776,92667.169824690776,6903,6983
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-20,178962292.853789,93379.52290363604,93379.52290363604,6844,6923
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-21,168378831.518901,87328.595387314854,87328.595387314854,7691,7786
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-22,111231006.947078,62525.188779350094,62525.188779350094,8187,8263
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-23,103495729.688407,65808.811555644541,65808.811555644541,8959,9048
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-24,107334013.05821,66222.752818543944,66222.752818543944,8171,8253
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-25,103172990.579272,69737.5101396489,69737.5101396489,8181,8263
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-26,75022369.995455,52072.026528555165,52072.026528555165,9104,9212
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-27,83754886.206731,57193.711713504948,57193.711713504948,7362,7501
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-02-28,123016968.606037,86604.2529090489,86604.2529090489,9475,9622
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-01,134541910.94116,85850.373587079259,85850.373587079259,8203,8322
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-02,119444157.289605,80042.99770423102,80042.99770423102,7597,7722
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-03,118757261.113126,75452.144868843432,75452.144868843432,7598,7695
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-04,118364047.616349,77257.2745434291,77257.2745434291,7939,8028
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-05,119119850.413224,77760.023680602433,77760.023680602433,10048,10144
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-06,125969256.327414,76191.439332735434,76191.439332735434,7447,7568
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-07,128823031.052994,74535.173657447987,74535.173657447987,7660,7747
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-08,134361510.522191,73320.719446665011,73320.719446665011,7676,7757
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-09,137670797.936186,73647.57283032898,73647.57283032898,8451,8530
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-10,136368899.762745,75693.6191660989,75693.6191660989,7512,7598
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-11,137916516.951422,75707.127060054539,75707.127060054539,7166,7245
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-12,136642283.521858,77260.445340337188,77260.445340337188,7266,7321
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-13,140766298.265932,73067.122262839941,73067.122262839941,7155,7239
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-14,139206028.781707,75188.406181735365,75188.406181735365,7196,7261
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-15,136392755.518316,76229.806110480626,76229.806110480626,7862,7916
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-16,128121951.346903,71137.636528532414,71137.636528532414,7425,7481
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-17,128964949.212382,70836.504890398428,70836.504890398428,6710,6752
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-18,127706000.711186,71746.36050757824,71746.36050757824,6215,6273
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-19,129990726.484637,71876.127695505362,71876.127695505362,6955,7025
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-20,130289870.579804,71965.821514990384,71965.821514990384,6803,6866
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-21,132644582.123956,74399.363788746239,74399.363788746239,6772,6828
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-22,130772425.884923,77863.80009726694,77863.80009726694,9041,9073
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-23,116284347.689079,69803.577666581215,69803.577666581215,8095,8161
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-24,119923798.464575,75817.806624068238,75817.806624068238,9364,9445
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-25,119055159.949465,74889.659830885066,74889.659830885066,8941,9019
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-26,126415578.19292,74406.474352503676,74406.474352503676,7993,8049
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-27,134245576.260717,78231.027868636142,78231.027868636142,7363,7423
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-28,134117354.284343,79555.331722526651,79555.331722526651,7331,7406
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-29,137930077.637512,76097.989708566223,76097.989708566223,8204,8304
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-30,138600810.939455,75527.663063990651,75527.663063990651,7688,7746
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-03-31,144550136.75599,75255.782840671935,75255.782840671935,7572,7640
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-01,140834312.340274,71501.958284769877,71501.958284769877,7142,7194
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-02,151328688.836752,71073.395442971174,71073.395442971174,6552,6630
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-03,146977072.713522,73144.493568772916,73144.493568772916,6407,6488
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-04,147551203.328062,71527.950397832683,71527.950397832683,6119,6188
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-05,149524704.511764,71194.018285169077,71194.018285169077,5871,5921
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-06,151392212.783866,71629.973520417378,71629.973520417378,7047,7109
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-07,146837672.540569,74677.423484047322,74677.423484047322,7672,7726
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-08,140749071.78262,67774.679624138924,67774.679624138924,6758,6812
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-09,137147407.761066,66587.814156000284,66587.814156000284,6434,6479
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-10,139816303.274951,65509.177447333073,65509.177447333073,8536,8604
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-11,143575226.950636,66927.053098819946,66927.053098819946,8366,8441
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-12,145245184.410107,67807.2866154271,67807.2866154271,7656,7740
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-13,152265196.371034,66282.10750792631,66282.10750792631,7707,7783
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-14,155844781.254951,64276.834315071981,64276.834315071981,10801,10884
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-15,156908571.111817,62385.851709164104,62385.851709164104,9194,9277
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-16,154910256.09288,63811.575374283806,63811.575374283806,7612,7674
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-17,156493187.1196,67351.501840445111,67351.501840445111,7048,7094
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-18,154717288.806506,69183.06868069846,69183.06868069846,9524,9597
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-19,153278072.013952,70741.735277217856,70741.735277217856,6923,6979
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-20,161470433.782363,69382.76645331952,69382.76645331952,7784,7830
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-21,172111601.753508,72786.633574709485,72786.633574709485,7678,7732
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-22,179320434.074353,74668.7764128494,74668.7764128494,9146,9222
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-23,181425364.652403,76524.533201369515,76524.533201369515,10560,10683
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-24,177237530.673494,80081.0691855674,80081.0691855674,7512,7618
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-25,183274926.135019,79206.746947818741,79206.746947818741,8611,8719
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-26,194992978.245861,76922.169465959,76922.169465959,9121,9224
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-27,199257740.912028,74948.609302106968,74948.609302106968,8123,8236
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-28,205229455.752199,74755.982376609856,74755.982376609856,8465,8562
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-29,208531162.205631,75530.837987713545,75530.837987713545,9957,10076
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-04-30,206956620.218795,74722.91447661951,74722.91447661951,9134,9233
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-05-01,213367876.5041,72486.947863047913,72486.947863047913,8674,8781
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-05-02,214550572.728287,72750.4269945675,72750.4269945675,9434,9550
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-05-03,227991964.392074,66576.503569549473,66576.503569549473,10534,10711
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-05-04,217608971.649366,67032.053579039755,67032.053579039755,11799,11972
uniswap,USDC-WETH,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2021-05-05,215366571.97943,61211.865831792304,61211.865831792304,9769,9996
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-09,35956.83510674414,12679808.06557,35956.83510674414,10148,10699
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-10,161762.4282249987,59323654.026048,161762.4282249987,9226,10304
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-11,109425.91298012596,40974806.311635,109425.91298012596,8303,9293
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-12,69287.263395339309,26735685.847725,69287.263395339309,9389,9918
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-13,230935.83076696249,84584902.270364,230935.83076696249,10629,11421
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-14,215508.86018790049,81300288.478133,215508.86018790049,11510,12309
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-15,212251.32608826805,77052711.656716,212251.32608826805,13381,13759
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-16,218205.35498456843,79972432.556734,218205.35498456843,11813,12222
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-17,304671.37411570863,118476711.732028,304671.37411570863,10108,12269
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-18,482272.47555337037,184617305.248138,482272.47555337037,12874,16549
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-19,556747.57250567491,214282088.454491,556747.57250567491,12136,14192
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-20,582761.30266470555,215568212.659731,582761.30266470555,12067,13677
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-21,562441.72845591907,192104194.388746,562441.72845591907,13704,14923
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-22,562693.41832162265,193539794.993173,562693.41832162265,13915,14905
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-23,595518.76010511268,190132459.389548,595518.76010511268,13990,14866
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-24,574510.67993219593,201118955.720831,574510.67993219593,12097,12909
uniswap,USDT-WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2020-09-25,573926.357386831,202460958.534231,573926.357386831,13324,14076
